Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"栐兴",栐兴,,1,5,6,1,8,9,3,0.566667,0.637255,16,0,0,0,0.019787,0,12,0,0.049033
mooc70937324129074698,mooc70937324129074698,,1,0,1,1,0,1,0,0,0,0,0,0,0,0.012513,0,11,0,0.049033
84547,84547,,2,1,3,2,2,4,1,1,1,9,0.319042,0,2,0.080721,0,3,0,0.7819
mooc女,mooc女,,1,1,2,2,1,3,1,1,1,0,0,0.094554,2,0.077701,0,3,0,0.418878
"霞11766",霞11766,,1,1,2,3,3,6,0,0,0,0,0,0,1,0.009149,1,13,0,0.049033
cpu-jiangcheng,cpu-jiangcheng,,5,11,16,5,11,16,2,0.923077,0.958333,91,0,0.981956,2,0.0708,0,8,0,1
"李雪纯—北化—2020410028",李雪纯—北化—2020410028,,1,0,1,1,0,1,0,0,0,0,0.29102,0,2,0.014621,0,7,0,0.563143
CPU16403717,CPU16403717,,1,0,1,1,0,1,0,0,0,0,0.29102,0,2,0.014621,0,6,0,0.563143
"风起天阑mooc17",风起天阑mooc17,,1,0,1,1,0,1,0,0,0,0,0.29102,0,2,0.014621,0,5,0,0.563143
"巴黎荨麻草",巴黎荨麻草,,1,1,2,1,1,2,3,0.5,0.527778,0,0.29102,0,2,0.014621,0,8,0,0.563143
"白色的恋人",白色的恋人,,1,1,2,2,1,3,4,0.369565,0.406863,0,0,0,0,0.012513,0,12,0,0.049033
"秋叶blowing",秋叶blowing,,2,1,3,3,1,4,0,0,0,0,0,0,0,0.012513,0,10,0.5,0.201068
"宁静致远mooc199",宁静致远mooc199,,1,0,1,1,0,1,0,0,0,0,0.29102,0,2,0.014621,0,4,0,0.563143
mooc9099048649695444,mooc9099048649695444,,1,0,1,1,0,1,0,0,0,0,0.29102,0,2,0.014621,0,2,0,0.563143
Aaaaactually,Aaaaactually,,2,1,3,3,1,4,0,0,0,0,0,0,0,0.012513,0,9,0.5,0.201068
184010133,184010133,,2,1,3,3,1,4,3,0.5,0.527778,12,0.319042,0,3,0.022398,0,8,0,0.568774
"月生南浦",月生南浦,,0,1,1,0,2,2,4,0.351351,0.391026,0,0,0.094554,3,0.009149,0,14,0,0
mooc1536154581344,mooc1536154581344,,1,2,3,2,4,6,1,1,1,0,0,0.094554,5,0.009149,0,15,0.5,0.049033
"旭日东升mooc1451540750511",旭日东升mooc1451540750511,,1,0,1,1,0,1,0,0,0,0,0.29102,0,2,0.014621,0,1,0,0.563143
"兔神",兔神,,0,1,1,0,1,1,1,1,1,0,0,0,4,0.009149,2,17,0,0
"知行合一mooc222",知行合一mooc222,,1,0,1,1,0,1,0,0,0,0,0,0,4,0.016927,2,16,0,0.005631
"回复生命和法力",回复生命和法力,,2,0,2,3,0,3,0,0,0,0,0.319042,0,5,0.01851,0,0,0,0.612176
"小女子刘小扬",小女子刘小扬,,1,1,2,1,2,3,1,1,1,0,0,0,6,0.060984,3,18,0,0.049033
Schwarzenmooc1530931641048,Schwarzenmooc1530931641048,,1,1,2,2,1,3,1,1,1,0,0,0,6,0.060984,3,18,0,0.049033
CPU3220010080,CPU3220010080,,2,1,3,2,1,3,3,0.5,0.527778,12,0.319042,0,7,0.022398,0,8,0,0.568774
mooc1520236070145,mooc1520236070145,,0,1,1,0,1,1,4,0.351351,0.391026,0,0,0.094554,7,0.009149,0,19,0,0
311713030306,311713030306,,1,1,2,1,1,2,1,1,1,0,0,0,8,0.060984,4,20,0,0.049033
"哒哒里兜菜",哒哒里兜菜,,1,1,2,1,1,2,1,1,1,0,0,0,8,0.060984,4,20,0,0.049033
mooc1471661309862,mooc1471661309862,,0,1,1,0,1,1,3,0.5,0.525641,0,0,0,2,0.009149,0,21,0,0
