Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
mooc1460004297173,mooc1460004297173,,0,1,1,0,1,1,2,0.571429,0.625,0,0,0,0,0.013051,0,4,0,0
"问mooc116",问mooc116,,2,3,5,3,5,8,1,1,1,6,0,0,0,0.035238,0,3,0,0.016223
youngykt1552316977127,youngykt1552316977127,,0,1,1,0,2,2,2,0.571429,0.625,0,0,0,0,0.013051,0,5,0,0
"月半饺子",月半饺子,,1,0,1,1,0,1,0,0,0,0,0,0,0,0.023035,0,2,0,0.063169
cpu-jiangcheng,cpu-jiangcheng,,1,13,14,1,17,18,2,0.882353,0.933333,14,0,0.996593,1,0.025565,1,19,0,0.198668
moocDawn,moocDawn,,1,0,1,2,0,2,0,0,0,0,0.275529,0,1,0.014723,1,18,0,0.198668
"陈卓555",陈卓555,,1,1,2,2,1,3,1,1,1,2,0.275529,0,1,0.014723,1,17,0,0.198668
mooc1534944210976,mooc1534944210976,,2,1,3,3,1,4,0,0,0,0,0,0,0,0.023035,0,1,0.5,0.778448
"流星雨mooc166",流星雨mooc166,,1,0,1,1,0,1,0,0,0,0,0.275529,0,1,0.014723,1,15,0,0.198668
skymooc611,skymooc611,,1,0,1,1,0,1,0,0,0,0,0.275529,0,1,0.014723,1,14,0,0.198668
"炒鸡幸运幸运幸运",炒鸡幸运幸运幸运,,1,1,2,1,1,2,3,0.483871,0.511111,0,0.275529,0,1,0.014723,1,19,0,0.198668
jidanju163com,jidanju163com,,2,1,3,3,2,5,0,0,0,0,0.275529,0,1,0.014723,1,13,0.5,1
silhouettemooc119,silhouettemooc119,,1,0,1,1,0,1,0,0,0,0,0.275529,0,1,0.014723,1,12,0,0.198668
"芒mooc36",芒mooc36,,1,0,1,2,0,2,0,0,0,0,0.275529,0,1,0.014723,1,11,0,0.198668
"十里mooc124",十里mooc124,,1,0,1,2,0,2,0,0,0,0,0.275529,0,1,0.014723,1,10,0,0.198668
"李雪红mooc",李雪红mooc,,1,0,1,1,0,1,0,0,0,0,0.275529,0,1,0.014723,1,9,0,0.198668
"廖彭莹",廖彭莹,,1,0,1,1,0,1,0,0,0,0,0.275529,0,1,0.014723,1,8,0,0.198668
"黄初冬",黄初冬,,1,0,1,1,0,1,0,0,0,0,0.275529,0,1,0.014723,1,7,0,0.198668
"威廉mooc12",威廉mooc12,,1,0,1,1,0,1,0,0,0,0,0,0,1,0.025565,1,16,0,0.198668
"暖心人mooc5",暖心人mooc5,,2,1,3,3,1,4,1,1,1,2,0.298333,0,2,0.126953,1,6,0,0.748285
mooc84233567986732828,mooc84233567986732828,,1,0,1,2,0,2,0,0,0,0,0,0,0,0.023035,0,0,0,0.063169
szu-14-2016224039-刘倚均,szu-14-2016224039-刘倚均,,2,1,3,2,2,4,1,1,1,1,0,0.082481,2,0.132159,1,6,0,0.64905
kid expired,kid expired,,1,2,3,1,2,3,1,1,1,0,0,0,3,0.013051,2,21,0.5,0.198668
"心若不动风又奈何mooc14",心若不动风又奈何mooc14,,1,0,1,1,0,1,0,0,0,0,0,0,3,0.018598,2,20,0,0.198668
"華楊",華楊,,1,1,2,2,2,4,0,0,0,0,0,0,4,0.013051,3,22,0,0.198668
"月凉孤矢",月凉孤矢,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,2,0.013051,1,23,0,0
