Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
NWAFU2017014265,NWAFU2017014265,,0,1,1,0,1,1,1,1,1,0,0,0.086394,0,0.004844,0,1,0,0
"王雪mooc16",王雪mooc16,,2,0,2,2,0,2,0,0,0,0,0.292386,0,0,0.009372,0,0,0,0.012758
cpu-jiangcheng,cpu-jiangcheng,,0,10,10,0,10,10,2,0.916667,0.954545,0,0,0.903131,0,0.004844,0,11,0,0
"九个一",九个一,,1,0,1,1,0,1,0,0,0,0,0.266858,0,0,0.005255,0,10,0,0.006379
NWAFU明咸旭,NWAFU明咸旭,,1,0,1,1,0,1,0,0,0,0,0.266858,0,0,0.005255,0,9,0,0.006379
"旦增卓嘎mooc",旦增卓嘎mooc,,3,2,5,7,5,12,1,1,1,1,0.292386,0,0,0.014673,0,7,0.5,1
Yruimooc11582468076773,Yruimooc11582468076773,,0,1,1,0,2,2,1,1,1,0,0,0,1,0.004844,1,13,0,0
"姚巧yy",姚巧yy,,1,0,1,2,0,2,0,0,0,0,0,0,1,0.008961,1,12,0,0.006379
"青霉素mooc7",青霉素mooc7,,4,0,4,7,0,7,0,0,0,0,0.450693,0,6,0.009029,0,8,0,0.025516
"日记二十七",日记二十七,,0,1,1,0,2,2,1,1,1,0,0,0,2,0.004844,2,15,0,0
mooc16077301134614669,mooc16077301134614669,,1,0,1,2,0,2,0,0,0,0,0,0,2,0.008961,2,14,0,0.006379
"王欣悦-",王欣悦-,,1,1,2,1,2,3,1,1,1,0,0,0.086394,0,0.01108,0,7,0,0.617008
mooc54153160057971616,mooc54153160057971616,,1,1,2,2,2,4,0,0,0,0,0,0,3,0.004844,3,16,0,0.083535
mooc50088208349523940,mooc50088208349523940,,0,4,4,0,7,7,2,0.833333,0.9,0,0,0.187235,6,0.004844,0,21,0,0
"刘晓丽0503",刘晓丽0503,,1,1,2,1,1,2,1,1,1,1,0.055324,0,6,0.005873,0,20,0,0.006379
"张亚珍z",张亚珍z,,1,0,1,1,0,1,0,0,0,0,0,0,6,0.009836,0,19,0,0.023277
"侯杰龄",侯杰龄,,1,1,2,2,2,4,0,0,0,0,0,0,4,0.004844,4,22,0,0.083535
"小剪子妈",小剪子妈,,1,1,2,1,2,3,1,1,1,0,0,0,5,0.032291,5,23,0,0.083535
"化学冯鉴",化学冯鉴,,1,1,2,2,1,3,1,1,1,0,0,0,5,0.032291,5,23,0,0.083535
roninykt14507600262628377,roninykt14507600262628377,,0,3,3,0,6,6,1,1,1,0,0,0.273577,10,0.004844,0,25,0,0
"张文哲11",张文哲11,,0,3,3,0,5,5,1,1,1,0,0,0.161345,6,0.004844,0,28,0,0
"汪丹",汪丹,,2,0,2,3,0,3,0,0,0,0,0.060617,0,6,0.00999,0,18,0,0.012758
"黄兰兰-",黄兰兰-,,0,1,1,0,1,1,1,1,1,0,0,0.017911,6,0.004844,0,29,0,0
Lighterskyoto,Lighterskyoto,,0,1,1,0,2,2,1,1,1,0,0,0,7,0.004844,6,31,0,0
zzuddg,zzuddg,,1,0,1,2,0,2,0,0,0,0,0,0,7,0.008961,6,30,0,0.006379
"浅夏微凉mooc66",浅夏微凉mooc66,,2,1,3,4,2,6,0,0,0,0,0.080837,0,10,0.006216,0,24,0.5,0.16707
Jessicamooc420,Jessicamooc420,,1,0,1,1,0,1,0,0,0,0,0.047674,0,6,0.006216,0,27,0,0.006379
"刘秀琴00",刘秀琴00,,0,4,4,0,5,5,1,1,1,0,0,0.157871,10,0.004844,0,35,0,0
wynvzi163com,wynvzi163com,,1,0,1,1,0,1,0,0,0,0,0.046648,0,10,0.005873,0,34,0,0.006379
"斐波那切数列",斐波那切数列,,0,1,1,0,1,1,1,1,1,0,0,0,8,0.004844,7,37,0,0
mooc15626805935433997,mooc15626805935433997,,1,0,1,1,0,1,0,0,0,0,0,0,8,0.008961,7,36,0,0.006379
Heureu,Heureu,,1,1,2,2,2,4,0,0,0,0,0,0,9,0.004844,8,38,0,0.083535
"取个好昵称趴",取个好昵称趴,,1,0,1,2,0,2,0,0,0,0,0.047674,0,6,0.006216,0,26,0,0.006379
"杏仁mooc36",杏仁mooc36,,3,0,3,5,0,5,0,0,0,0,0.394342,0,10,0.007657,0,6,0,0.019137
TMUPG,TMUPG,,1,0,1,1,0,1,0,0,0,0,0.266858,0,0,0.005255,0,5,0,0.006379
"医学生小宇",医学生小宇,,1,0,1,1,0,1,0,0,0,0,0.046648,0,10,0.005873,0,33,0,0.006379
"胡萝卜鸡mooc",胡萝卜鸡mooc,,1,0,1,1,0,1,0,0,0,0,0.046648,0,10,0.005873,0,32,0,0.006379
mooc15150523354920004,mooc15150523354920004,,0,1,1,0,1,1,1,1,1,0,0,0,11,0.004844,9,40,0,0
idealmooc113,idealmooc113,,1,0,1,1,0,1,0,0,0,0,0,0,11,0.008961,9,39,0,0.006379
mooc16156507618509107,mooc16156507618509107,,0,1,1,0,2,2,1,1,1,0,0,0.019806,6,0.004844,0,41,0,0
"样mooc57",样mooc57,,3,0,3,5,0,5,0,0,0,0,0.067029,0,6,0.014107,0,17,0,0.019137
mooc杨莲,mooc杨莲,,0,1,1,0,1,1,1,1,1,0,0,0.019806,6,0.004844,0,42,0,0
mooc15553317881043892,mooc15553317881043892,,2,0,2,3,0,3,0,0,0,0,0.292386,0,0,0.009372,0,4,0,0.012758
"张硕晗",张硕晗,,0,1,1,0,2,2,1,1,1,0,0,0.086394,0,0.004844,0,43,0,0
ChenWXmooc,ChenWXmooc,,2,1,3,3,2,5,0,0,0,0,0,0,12,0.008961,10,44,0.5,0.16707
mooc84727023576604457,mooc84727023576604457,,0,1,1,0,1,1,1,1,1,0,0,0,12,0.004844,10,45,0,0
mooc15043276504021107,mooc15043276504021107,,0,1,1,0,2,2,2,0.666667,0.75,0,0,0,13,0.004844,11,48,0,0
"卡特琳",卡特琳,,1,1,2,2,2,4,1,1,1,1,0,0,13,0.008961,11,47,0,0.006379
mooc53542304953061896,mooc53542304953061896,,1,1,2,2,2,4,0,0,0,0,0,0,14,0.004844,12,49,0,0.083535
"孤芳只为自赏mooc",孤芳只为自赏mooc,,1,0,1,1,0,1,0,0,0,0,0.266858,0,0,0.005255,0,3,0,0.006379
xjmu201707100801414,xjmu201707100801414,,0,1,1,0,1,1,1,1,1,0,0,0,15,0.004844,13,51,0,0
"张黎明",张黎明,,1,0,1,1,0,1,0,0,0,0,0,0,15,0.008961,13,50,0,0.006379
"木心mooc11582528980882",木心mooc11582528980882,,1,0,1,2,0,2,0,0,0,0,0,0,13,0.01246,11,46,0,0.023277
"岛屿mooc59",岛屿mooc59,,1,0,1,1,0,1,0,0,0,0,0.266858,0,0,0.005255,0,2,0,0.006379
2017级中药制药班王书娟2017127059,2017级中药制药班王书娟2017127059,,1,1,2,1,2,3,1,1,1,0,0,0,16,0.05749,14,52,0,0.166656
"一条咸鱼爸爸",一条咸鱼爸爸,,3,1,4,6,1,7,1,1,1,2,0,0,16,0.061986,14,52,0,0.167484
