Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"﻿我有turnover",﻿我有turnover,,0,1,1,0,1,1,1,1,1,0,0,0.096568,0,0.004571,0,1,0,0
"中国政法大学法学院雷磊",中国政法大学法学院雷磊,,107,0,107,218,0,218,0,0,0,0,0.999446,0,0,0.430814,0,0,0.000529,1
"我有turnover",我有turnover,,0,1,1,0,1,1,1,1,1,0,0,0.096568,0,0.004571,0,2,0,0
"星星闪闪lpx",星星闪闪lpx,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,3,0,0
mooc朱佳蔚,mooc朱佳蔚,,0,1,1,0,4,4,1,1,1,0,0,0.096568,0,0.004571,0,4,0,0
epclark,epclark,,0,1,1,0,4,4,1,1,1,0,0,0.096568,0,0.004571,0,5,0,0
WxwShip,WxwShip,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,6,0,0
mooc1535947823319,mooc1535947823319,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,7,0,0
"湘沅澧风",湘沅澧风,,0,1,1,0,4,4,1,1,1,0,0,0.096568,0,0.004571,0,8,0,0
"李光宇mooc1",李光宇mooc1,,0,1,1,0,3,3,1,1,1,0,0,0.096568,0,0.004571,0,9,0,0
"无言不等于沉默",无言不等于沉默,,0,1,1,0,3,3,1,1,1,0,0,0.096568,0,0.004571,0,10,0,0
1397292837QQCOM,1397292837QQCOM,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,11,0,0
"振华凌子凡",振华凌子凡,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,12,0,0
"空尘mooc4",空尘mooc4,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,13,0,0
"托米爱课程",托米爱课程,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,14,0,0
zwy1486099472,zwy1486099472,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,15,0,0
limulin001163com,limulin001163com,,0,1,1,0,5,5,1,1,1,0,0,0.096568,0,0.004571,0,16,0,0
mooc1534320245513,mooc1534320245513,,0,1,1,0,1,1,1,1,1,0,0,0.096568,0,0.004571,0,17,0,0
"漫威最强法师",漫威最强法师,,0,2,2,0,5,5,1,1,1,0,0,0.09936,5,0.004571,0,19,0.5,0
"奔跑吧阳",奔跑吧阳,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,20,0,0
"端木蓉ykt1477923819358",端木蓉ykt1477923819358,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,21,0,0
"夜雨寒林",夜雨寒林,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,22,0,0
1807101060刘云飞,1807101060刘云飞,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,23,0,0
"乔伊SA19175097",乔伊SA19175097,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,24,0,0
"杨玮古丈",杨玮古丈,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,25,0,0
mooc1534236296589,mooc1534236296589,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,26,0,0
"梓泽a卷卷",梓泽a卷卷,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,27,0,0
yuhaijing0413163com,yuhaijing0413163com,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,28,0,0
"胖砸木木",胖砸木木,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,29,0,0
"夜岛君",夜岛君,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,30,0,0
"清风不问路",清风不问路,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,31,0,0
Liliana-Abby,Liliana-Abby,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,32,0,0
wangruimooc6,wangruimooc6,,0,1,1,0,1,1,1,1,1,0,0,0.096568,0,0.004571,0,33,0,0
"谢伶芳",谢伶芳,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,34,0,0
Kitty007,Kitty007,,0,1,1,0,2,2,1,1,1,0,0,0.096568,0,0.004571,0,35,0,0
