Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"﻿mooc82167846746175459",﻿mooc82167846746175459,,0,1,1,0,1,1,1,1,1,0,0,0.229416,0,0.027673,0,1,0,0
"中国政法大学法学院雷磊",中国政法大学法学院雷磊,,19,0,19,40,0,40,0,0,0,0,1,0,0,0.474219,0,0,0,1
mooc82167846746175459,mooc82167846746175459,,0,1,1,0,1,1,1,1,1,0,0,0.229416,0,0.027673,0,2,0,0
"纯婧冰雪",纯婧冰雪,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,3,0,0
"今天提高姿势水平了么",今天提高姿势水平了么,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,4,0,0
"王麒博",王麒博,,0,1,1,0,5,5,1,1,1,0,0,0.229416,0,0.027673,0,5,0,0
"南辰北斗",南辰北斗,,0,1,1,0,4,4,1,1,1,0,0,0.229416,0,0.027673,0,6,0,0
"胡浩男",胡浩男,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,7,0,0
generic027,generic027,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,8,0,0
"嘤嘤嘤23333",嘤嘤嘤23333,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,9,0,0
"吴彦祖mooc9",吴彦祖mooc9,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,10,0,0
viwubiubiu,viwubiubiu,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,11,0,0
hanson_,hanson_,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,12,0,0
MRSUGARmooc5,MRSUGARmooc5,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,13,0,0
"田蓝",田蓝,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,14,0,0
"立雾",立雾,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,15,0,0
19huge,19huge,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,16,0,0
"丫头919",丫头919,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,17,0,0
"纳兰箫玥",纳兰箫玥,,0,1,1,0,2,2,1,1,1,0,0,0.229416,0,0.027673,0,18,0,0
"胡羽红",胡羽红,,0,1,1,0,1,1,1,1,1,0,0,0.229416,0,0.027673,0,19,0,0
