Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"蒋良孝",蒋良孝,,6,27,33,6,60,66,1,1,1,209.5,0,0.998533,0,0.151768,0,23,0,1
"华科_计科1903_郑雅丹",华科_计科1903_郑雅丹,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,22,0,0.495561
"荸荠mooc2",荸荠mooc2,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,21,0,0.495561
hhhjjy_31,hhhjjy_31,,1,0,1,2,0,2,0,0,0,0,0.191895,0,0,0.021443,0,20,0,0.495561
"为什么不让Ta吃",为什么不让Ta吃,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,19,0,0.495561
"杜宏庆15280100153",杜宏庆15280100153,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,18,0,0.495561
ykt1490867350185,ykt1490867350185,,1,0,1,2,0,2,0,0,0,0,0.191895,0,0,0.021443,0,17,0,0.495561
zhiwei_w,zhiwei_w,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,16,0,0.495561
mooc1488808268888,mooc1488808268888,,2,1,3,10,1,11,2,0.509434,0.518519,27,0.199254,0,1,0.043176,0,23,0,0.51038
"王佳扬",王佳扬,,1,0,1,4,0,4,0,0,0,0,0.191895,0,0,0.021443,0,15,0,0.495561
k1248384301171531420,k1248384301171531420,,1,0,1,2,0,2,0,0,0,0,0.191895,0,0,0.021443,0,14,0,0.495561
"高志锐",高志锐,,2,1,3,10,3,13,0,0,0,0,0.191895,0,0,0.021443,0,13,0.5,0.922161
"卢慧馨",卢慧馨,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,12,0,0.495561
annpion,annpion,,1,1,2,1,2,3,3,0.345679,0.363095,0.5,0,0.038292,1,0.023284,0,24,0,0.004956
mooc11418373574445522,mooc11418373574445522,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,11,0,0.495561
mooc15532453550949295,mooc15532453550949295,,1,0,1,4,0,4,0,0,0,0,0.191895,0,0,0.021443,0,10,0,0.495561
Nicole_Deng,Nicole_Deng,,2,1,3,5,1,6,2,0.509434,0.518519,27,0.199254,0,2,0.035485,0,23,0,0.500517
Mr_Blue,Mr_Blue,,0,1,1,0,2,2,3,0.345679,0.363095,0,0,0.038292,2,0.016263,0,25,0,0
17hnsfdx,17hnsfdx,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,9,0,0.495561
Laysmooc4,Laysmooc4,,2,1,3,4,1,5,0,0,0,0,0.191895,0,0,0.021443,0,8,0.5,0.922161
mooc1535812931582,mooc1535812931582,,1,0,1,2,0,2,0,0,0,0,0.191895,0,0,0.021443,0,7,0,0.495561
mooc52200316525728705,mooc52200316525728705,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,6,0,0.495561
mooc24188771698415520,mooc24188771698415520,,1,0,1,3,0,3,0,0,0,0,0.191895,0,0,0.021443,0,5,0,0.495561
buaa王海腾17375516,buaa王海腾17375516,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,4,0,0.495561
"芒果味的er",芒果味的er,,1,1,2,3,1,4,2,0.509434,0.518519,0,0.191895,0,0,0.021443,0,23,0,0.495561
JIT1712011150童嘉伟,JIT1712011150童嘉伟,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,3,0,0.495561
"梁礼明",梁礼明,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,2,0,0.495561
XK2_5120181660,XK2_5120181660,,2,1,3,4,1,5,0,0,0,0,0.191895,0,0,0.021443,0,1,0.5,0.922161
mooc14273172395596482,mooc14273172395596482,,1,0,1,1,0,1,0,0,0,0,0.191895,0,0,0.021443,0,0,0,0.495561
"出租车斯基",出租车斯基,,1,1,2,1,1,2,2,0.509434,0.518519,0,0.191895,0,0,0.021443,0,23,0,0.495561
"我的微信ykt56510328823798344",我的微信ykt56510328823798344,,0,2,2,0,2,2,2,0.517857,0.534483,0,0,0,1,0.016263,0,26,0,0
YOLOmooc11581857002764,YOLOmooc11581857002764,,0,1,1,0,1,1,2,0.509091,0.517857,0,0,0,0,0.016263,0,27,0,0
