Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
SCNU20钟婷,SCNU20钟婷,,1,4,5,1,32,33,7,0.214099,0.250871,398,0.001682,0.053517,3,0.000796,0,19,0.3,0.001871
"翼护天使",翼护天使,,3,4,7,3,37,40,7,0.21382,0.250566,86.666667,0.004018,0.053817,3,0.00111,0,19,0.238095,0.005171
"谢幼如SCNU",谢幼如SCNU,,2,54,56,2,76,78,4,0.468571,0.595528,56872.541667,0.002795,0.004713,1,0.003728,0,19,0.00594,0.015286
A_N_L_G,A_N_L_G,,2,3,5,2,45,47,7,0.21134,0.243148,0.335804,0.001815,0.053393,3,0.000834,0,19,0.15,0.004333
"石河子大学信科院",石河子大学信科院,,7,12,19,8,39,47,7,0.25585,0.339068,2731.594436,0.008275,0.055673,3,0.001217,0,19,0.172794,0.014417
ymmmm梦,ymmmm梦,,2,1,3,4,2,6,0,0,0,0,0.00172,0,2,0.000774,0,20,0.5,0.003925
"吴晓欣",吴晓欣,,1,1,2,1,3,4,7,0.210256,0.235017,0.227273,0.000146,0.01746,1,0.000773,0,19,0,0.002819
Amazingmooc169,Amazingmooc169,,1,2,3,2,5,7,8,0.17666,0.196717,0,0,0.000425,1,0.000714,0,21,0.5,0.001813
"王又戈",王又戈,,2,4,6,2,55,57,7,0.212435,0.248026,403.002471,0.000702,0.053444,3,0.000894,0,19,0.066667,0.004333
"嗨嗨的小幺妹",嗨嗨的小幺妹,,0,5,5,0,17,17,7,0.221333,0.265519,0,0,0.017976,3,0.000714,0,23,0.15,0
CYW,CYW,,1,0,1,1,0,1,0,0,0,0,0.000556,0,3,0.000836,0,22,0,0.001515
"赵彦茹",赵彦茹,,6,4,10,13,42,55,7,0.221024,0.264692,1889.111412,0.004266,0.053548,3,0.001733,0,19,0.133333,0.01121
yui_young,yui_young,,1,11,12,1,31,32,7,0.222074,0.285187,8.5,0.001669,0.055579,2,0.000775,0,25,0.189394,0.001515
mooc68333712675436742,mooc68333712675436742,,3,4,7,4,20,24,7,0.211538,0.243189,0.10894,0.00193,0.053393,2,0.00078,0,24,0.266667,0.005738
"有可能的夜晚啊",有可能的夜晚啊,,2,6,8,4,25,29,7,0.224185,0.276522,15.317274,0.001319,0.054132,3,0.00077,0,26,0.214286,0.003029
