Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"陌上桑009",陌上桑009,,1,1,2,2,2,4,0,0,0,0,0,0,0,0.000533,0,0,0,0.000865
"江苏南京信息职业张颖利",江苏南京信息职业张颖利,,2,12,14,2,41,43,5,0.470067,0.497406,456.569048,0.002525,0.065717,1,0.000774,1,6,0.314103,0.010147
mooc1534655015348,mooc1534655015348,,5,5,10,13,45,58,5,0.46087,0.481289,12.297813,0.011224,0.063645,4,0.00275,1,6,0.347222,0.074203
"杨丽景",杨丽景,,0,9,9,0,67,67,5,0.47033,0.494704,0,0,0.068034,4,0.000533,1,8,0.263889,0
mooc1505552308999,mooc1505552308999,,3,3,6,6,69,75,5,0.458874,0.476572,1.509934,0.006713,0.062981,4,0.001098,1,6,0.35,0.060634
"慕小晴",慕小晴,,1,5,6,1,31,32,4,0.46696,0.48467,845.833333,0.002415,0.06348,4,0.000939,1,6,0.433333,0.005844
"毛路",毛路,,1,5,6,1,36,37,4,0.46696,0.48467,423.142857,0.002336,0.06348,4,0.000693,1,6,0.4,0.001082
"现代教育技术18级-孙硕",现代教育技术18级-孙硕,,1,3,4,1,14,15,5,0.459052,0.476682,0,0.002504,0.062981,4,0.000584,1,7,0.333333,0.000744
"清香环绕",清香环绕,,4,3,7,7,7,14,5,0.436214,0.460456,1252.346506,0.003567,0.039557,4,0.006769,1,6,0.366667,0.085606
"郁光小学王芳",郁光小学王芳,,4,3,7,12,45,57,5,0.458874,0.476572,19.894433,0.006933,0.062981,4,0.001159,1,6,0.266667,0.064047
IDStudio_黎佳,IDStudio_黎佳,,252,163,415,3752,478,4230,4,0.765343,0.870676,70048.926625,0.5422,0.04866,1,0.088072,1,6,0.011045,0.838556
