Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"﻿间歇性积极患者",﻿间歇性积极患者,,0,1,1,0,1,1,8,0.222059,0.245136,0,0,0.000278,2,0.00051,0,84,0,0
wss吴思思,wss吴思思,,2,7,9,2,15,17,7,0.283554,0.333841,225.617565,0.004331,0.077029,2,0.001114,0,83,0.107143,0.016154
"间歇性积极患者",间歇性积极患者,,10,35,45,13,49,62,6,0.412088,0.523889,5520.340407,0.017221,0.031583,0,0.004055,0,83,0.042042,0.079677
"时光依旧mooc18",时光依旧mooc18,,2,3,5,5,8,13,3,0.444444,0.541667,132.447831,0.002037,0.064808,0,0.001707,0,63,0,0.022842
kixin1208,kixin1208,,1,3,4,1,8,9,7,0.30426,0.346508,1160.357814,0.004742,0.06415,0,0.000727,0,83,0.25,0.02133
"黄丽君",黄丽君,,2,0,2,3,0,3,0,0,0,0,0.006148,0,0,0.000814,0,74,0.5,0.021342
"睡不醒的笨猪mooc",睡不醒的笨猪mooc,,15,15,30,31,23,54,7,0.321888,0.391397,4514.366778,0.039316,0.073842,2,0.003841,0,83,0.071429,0.104175
"一只猹真名狗獾",一只猹真名狗獾,,14,2,16,26,4,30,1,1,1,199.014286,0.050518,0.000562,3,0.004028,0,4,0.016667,0.080409
mooc1524757280367,mooc1524757280367,,0,8,8,0,12,12,8,0.264957,0.320238,0,0,0.066437,2,0.00051,0,89,0.089286,0
"谭茵珈",谭茵珈,,2,1,3,3,11,14,3,0.4,0.45,0,0.008506,0.062649,2,0.000636,0,88,0.333333,0.004403
"墨韵吃吃吃",墨韵吃吃吃,,1,0,1,1,0,1,0,0,0,0,0.004266,0,2,0.000564,0,87,0,0.002201
"十五sw",十五sw,,1,1,2,1,8,9,3,0.4,0.45,0,0.004266,0.062649,2,0.000564,0,86,0.5,0.002201
