Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"﻿田茂臣",﻿田茂臣,,0,1,1,0,1,1,1,1,1,0,0,0,0,0.00201,0,1,0,0
mooc15303680797756167,mooc15303680797756167,,2,0,2,3,0,3,0,0,0,0,0,0,0,0.005426,0,0,0,0.007641
"田茂臣",田茂臣,,0,1,1,0,2,2,1,1,1,0,0,0,0,0.00201,0,2,0,0
mooc74900009174169996,mooc74900009174169996,,1,2,3,1,3,4,5,0.312849,0.338393,0,0,0.000732,2,0.00201,1,36,0.5,0.006718
ykt1503922956125,ykt1503922956125,,4,6,10,7,16,23,4,0.447154,0.506061,277.467857,0.008682,0.10504,2,0.007984,1,35,0.142857,0.252631
gwo,gwo,,1,2,3,1,4,5,5,0.317919,0.35,5.45,0.000555,0.082394,2,0.002265,1,35,0.166667,0.024027
"间歇性积极患者",间歇性积极患者,,2,12,14,2,16,18,3,0.436508,0.524242,341.5,0.016822,0.006582,1,0.003609,1,35,0.007576,0.0983
eleven在大连,eleven在大连,,3,5,8,5,16,21,3,0.478261,0.509091,57.35,0.010039,0.107994,1,0.003553,1,35,0.333333,0.150964
shehur,shehur,,5,6,11,12,9,21,4,0.395683,0.451515,554.10119,0.011679,0.09164,1,0.007023,1,35,0.111111,0.268956
"林钟拾柒",林钟拾柒,,3,0,3,6,0,6,0,0,0,0,0.004871,0,1,0.004668,1,22,0.166667,0.278964
"师保国",师保国,,44,36,80,132,67,199,3,0.6875,0.809091,2869.875,0.193533,0.019176,1,0.062987,1,35,0.006211,0.88421
"小鹿慕溪水",小鹿慕溪水,,1,1,2,2,2,4,1,1,1,0,0.001616,0.000137,1,0.003497,1,34,0.5,0.220713
mooc22837876167204178,mooc22837876167204178,,1,2,3,2,4,6,1,1,1,14.30119,0.001616,0.090268,3,0.003497,1,33,0,0.220713
"栖迟mooc76",栖迟mooc76,,9,6,15,26,18,44,3,0.466102,0.512121,296.32619,0.055716,0.112547,3,0.009091,1,35,0.120879,0.401623
ab-Jelly,ab-Jelly,,2,1,3,10,4,14,0,0,0,0,0.001616,0,1,0.003497,1,32,0.5,0.281393
"李仕兴",李仕兴,,6,6,12,12,12,24,4,0.44,0.492424,195,0.025463,0.032052,1,0.006457,1,35,0.154545,0.115176
sovereign_x,sovereign_x,,2,0,2,4,0,4,0,0,0,0,0.001627,0,1,0.00647,1,31,0.5,0.270017
"李小鹰",李小鹰,,1,0,1,1,0,1,0,0,0,0,0.001616,0,1,0.003497,1,30,0,0.220713
mooc16229291547944161,mooc16229291547944161,,1,0,1,1,0,1,0,0,0,0,0.001616,0,1,0.003497,1,29,0,0.220713
pyrie,pyrie,,0,3,3,0,26,26,4,0.424242,0.467262,0,0,0.106577,3,0.00201,1,37,0,0
"丁娟123",丁娟123,,17,0,17,70,0,70,0,0,0,0,0.102126,0,3,0.015761,1,9,0.022059,0.339089
"娄阳阳",娄阳阳,,0,3,3,0,10,10,4,0.424242,0.467262,0,0,0.106577,3,0.00201,1,38,0,0
"小珞先生",小珞先生,,1,5,6,1,18,19,4,0.436508,0.490909,4.116667,0.001895,0.035937,1,0.002803,1,35,0.1,0.085646
"耶嘿1229",耶嘿1229,,0,5,5,0,23,23,4,0.444444,0.495536,0,0,0.113529,6,0.00201,1,39,0.15,0
"北雪mooc11584574420308",北雪mooc11584574420308,,1,1,2,2,1,3,5,0.310734,0.335455,0,0.008851,0.000732,2,0.003141,1,35,0,0.059587
