Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"﻿首师一轩",﻿首师一轩,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,3,0.002035,0,2,0,0
mooc4138127138403561,mooc4138127138403561,,1,1,2,1,4,5,1,1,1,1,0,0,3,0.003773,0,1,0,0.003428
"放烟火的小男孩ykt1455185078708",放烟火的小男孩ykt1455185078708,,3,9,12,3,16,19,4,0.335938,0.445736,716.666667,0.001774,0.015381,2,0.032001,1,27,0.077778,0.612854
"陈利mooc9",陈利mooc9,,1,0,1,1,0,1,0,0,0,0,0.001617,0,2,0.005087,1,26,0,0.145367
"师保国",师保国,,89,16,105,466,24,490,4,0.589041,0.676357,4338.5,0.990201,0.016493,0,0.19159,1,27,0.00505,1
"另一个自己mooc83",另一个自己mooc83,,1,0,1,2,0,2,0,0,0,0,0.001734,0,0,0.012287,1,25,0,0.342767
Chen1mooc2,Chen1mooc2,,1,1,2,1,1,2,5,0.373913,0.401938,0,0.001734,0.104122,0,0.012287,1,27,0,0.342767
"首师大周泊洋",首师大周泊洋,,0,7,7,0,9,9,5,0.432692,0.506296,0,0,0.114556,1,0.002035,1,29,0.142857,0
mooc5433279364310139,mooc5433279364310139,,2,3,5,2,8,10,5,0.387387,0.432946,7.7,0.014746,0.112999,1,0.002876,1,27,0.4,0.101755
"黎广格秘书1801班180305018",黎广格秘书1801班180305018,,1,1,2,1,7,8,5,0.376068,0.404167,0,0.012046,0.104122,0,0.002283,1,28,0.5,0.003428
"间歇性积极患者",间歇性积极患者,,2,21,23,4,26,30,6,0.472527,0.663566,1671.166667,0.001754,0.025679,1,0.014533,1,27,0.030303,0.367028
"云卷云舒mooc443",云卷云舒mooc443,,2,0,2,2,0,2,0,0,0,0,0.014746,0,1,0.002876,1,20,0,0.101755
cheeseboy,cheeseboy,,1,4,5,2,6,8,3,0.409524,0.457364,253.5,0.001617,0.111261,2,0.005087,1,27,0.2,0.145367
mooc4892389624695194,mooc4892389624695194,,0,1,1,0,1,1,7,0.225,0.249841,0,0,0,2,0.002035,1,31,0,0
moocwings,moocwings,,1,2,3,1,2,3,6,0.283871,0.317045,44,0,0.004491,2,0.003773,1,30,0,0.003428
Paterson026,Paterson026,,1,2,3,2,2,4,1,1,1,1,0,0,6,0.00596,2,33,0,0.006571
