Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"王小林丫丫",王小林丫丫,,6,14,20,17,33,50,6,0.44697,0.555367,1937.066667,0.020773,0.085214,2,0.009182,0,37,0.186813,0.077876
"汤颖燕",汤颖燕,,4,27,31,6,42,48,6,0.457364,0.64548,1526.866667,0.015544,0.090081,3,0.004197,0,37,0.075123,0.047027
"力定",力定,,3,2,5,7,3,10,1,1,1,0,0.011838,0.066167,3,0.002532,0,5,0.583333,0.042871
"汪李徐佳乐郑",汪李徐佳乐郑,,9,9,18,16,26,42,5,0.398649,0.476554,1447.2,0.035226,0.080986,3,0.008914,0,37,0.110294,0.081569
"吴小兵3",吴小兵3,,10,5,15,18,10,28,8,0.245833,0.299496,956.483333,0.032695,0.068526,2,0.013176,0,37,0.142857,0.11239
2018级文学院赖东宜,2018级文学院赖东宜,,2,2,4,3,3,6,7,0.312169,0.357789,879.483333,0.010382,0.06757,2,0.004642,0,37,0.5,0.045764
"乖巧mooc38",乖巧mooc38,,2,1,3,6,2,8,7,0.310526,0.349314,59,0.005781,0.001403,2,0.003965,0,37,0,0.021594
mooc1524757280367,mooc1524757280367,,0,1,1,0,2,2,8,0.24,0.265337,0,0,0.00039,2,0.001842,0,38,0,0
"林跃玉",林跃玉,,1,2,3,2,8,10,7,0.312169,0.357789,0,0.005754,0.06757,3,0.0024,0,37,0.5,0.018581
scnufx2020舒怡,scnufx2020舒怡,,0,18,18,0,26,26,6,0.408046,0.526056,0,0,0.082923,3,0.001842,0,50,0.058824,0
"哗啦gggbjt",哗啦gggbjt,,1,6,7,1,13,14,7,0.201923,0.284618,2.5,0.0056,0.070277,3,0.001929,0,49,0.190476,0.003013
"师_蒋春林",师_蒋春林,,0,5,5,0,8,8,6,0.273543,0.348634,0,0,0.018535,1,0.001842,0,52,0.3,0
invainmooc6,invainmooc6,,3,9,12,4,34,38,6,0.329609,0.425424,903.816667,0.006734,0.092003,3,0.005407,0,37,0.136364,0.065757
"皮卡丘苏轼",皮卡丘苏轼,,0,5,5,0,10,10,6,0.232824,0.30929,0,0,0.084248,1,0.001842,0,53,0.25,0
"王子轩mooc4",王子轩mooc4,,2,2,4,3,8,11,11,0.151515,0.190834,0.25,0.006941,0.068474,1,0.002468,0,51,0.333333,0.006026
MoyarYoko,MoyarYoko,,0,1,1,0,2,2,1,1,1,0,0,0,0,0.001842,1,55,0,0
"莜芗",莜芗,,1,0,1,2,0,2,0,0,0,0,0,0,0,0.003407,1,54,0,0.003013
"师陈卓仪",师陈卓仪,,0,2,2,0,4,4,11,0.151515,0.190834,0,0,0.068474,1,0.001842,0,56,0.5,0
"小衬衣i",小衬衣i,,10,4,14,16,7,23,10,0.175074,0.222276,314.25,0.034159,0.06821,1,0.00662,0,37,0.141026,0.063826
ckhsun,ckhsun,,1,7,8,2,10,12,5,0.31383,0.394915,345.183333,0.004489,0.018761,1,0.003448,0,37,0.047619,0.01015
"林森萍",林森萍,,0,2,2,0,8,8,11,0.151515,0.190834,0,0,0.068474,3,0.001842,0,57,0.5,0
mooc54260455825077392,mooc54260455825077392,,0,3,3,0,4,4,7,0.258621,0.318214,0,0,0.003947,2,0.001842,0,58,0.166667,0
"小米饭林林",小米饭林林,,0,2,2,0,5,5,10,0.17094,0.206369,0,0,0.068771,3,0.001842,0,59,0.5,0
"令狐长刀",令狐长刀,,10,3,13,18,5,23,9,0.202055,0.240644,257.083333,0.038557,0.068375,2,0.006507,0,37,0.143939,0.052605
"陈镜宇CJY",陈镜宇CJY,,0,3,3,0,12,12,7,0.233463,0.276825,0,0,0.06832,3,0.001842,0,60,0.166667,0
"六六啊六六",六六啊六六,,2,1,3,4,2,6,1,1,1,0.333333,0.005424,0.066167,1,0.003141,0,36,0.166667,0.016215
18法学5班林楠昱,18法学5班林楠昱,,1,5,6,1,10,11,5,0.273148,0.342373,306.316667,0.005215,0.012006,1,0.004572,0,37,0.05,0.05973
mooc王俞,mooc王俞,,1,2,3,1,8,9,6,0.218978,0.264722,1,0.0056,0.074002,3,0.001929,0,41,0.333333,0.003013
"陈树华",陈树华,,31,7,38,72,11,83,5,0.274419,0.354237,1328.633333,0.116018,0.077231,1,0.022444,0,37,0.068908,0.232498
"梁韵芯",梁韵芯,,0,2,2,0,6,6,6,0.218978,0.264722,0,0,0.074002,1,0.001842,0,61,0.5,0
"潇箫萧12",潇箫萧12,,0,6,6,0,10,10,6,0.356725,0.439344,0,0,0.070274,2,0.001842,0,63,0.166667,0
Slinnamooc,Slinnamooc,,2,1,3,4,4,8,1,1,1,0,0.009373,0.066167,2,0.004345,0,3,0.333333,0.030196
"小教1702刘庆171210077",小教1702刘庆171210077,,7,3,10,13,9,22,7,0.322404,0.396489,439.45,0.031165,0.074687,3,0.005416,0,37,0.1,0.029968
"时光飞逝mooc18",时光飞逝mooc18,,1,3,4,1,10,11,8,0.254237,0.310377,58,0.004995,0.070394,3,0.002364,0,64,0.166667,0.003013
"华师地科夏雨",华师地科夏雨,,0,2,2,0,6,6,6,0.30303,0.339722,0,0,0.009939,1,0.001842,0,65,0,0
"水仙花mooc2",水仙花mooc2,,0,3,3,0,12,12,8,0.254237,0.310377,0,0,0.070394,3,0.001842,0,66,0.166667,0
"还是闲谈",还是闲谈,,3,8,11,6,23,29,4,0.378205,0.449153,399.733333,0.01216,0.088566,3,0.003259,0,37,0.145455,0.027295
mooc53661294299741899,mooc53661294299741899,,0,2,2,0,4,4,8,0.247934,0.292877,0,0,0.068272,3,0.001842,0,67,0.5,0
"杨正群",杨正群,,1,5,6,1,12,13,6,0.307292,0.364689,101.833333,0.001267,0.071018,2,0.002261,0,37,0.066667,0.005285
"心如止水mooc447",心如止水mooc447,,4,1,5,7,2,9,0,0,0,0,0.014723,0,2,0.002968,0,16,0.25,0.021169
"骨头ykt63822420357386222",骨头ykt63822420357386222,,6,2,8,13,4,17,6,0.29064,0.329096,246.133333,0.026462,0.002762,3,0.005501,0,37,0.035714,0.041895
"朝晖1234567",朝晖1234567,,1,3,4,2,10,12,6,0.258621,0.310556,2,0.0056,0.075789,3,0.001929,0,47,0.166667,0.003013
"华师陈美琳mooc1",华师陈美琳mooc1,,1,4,5,1,10,11,6,0.23506,0.305085,36.833333,0.001267,0.076728,1,0.002261,0,37,0.1,0.005285
"酥酥樱小桃",酥酥樱小桃,,0,3,3,0,6,6,6,0.258621,0.310556,0,0,0.075789,1,0.001842,0,68,0.166667,0
"宝宝不想吃饱",宝宝不想吃饱,,0,2,2,0,3,3,7,0.229885,0.263492,0,0,0.067954,3,0.001842,0,69,0,0
"黄明喜",黄明喜,,24,0,24,48,0,48,0,0,0,0,0.11063,0,3,0.018091,0,7,0.025362,0.17818
"华师18法学2班陈星宇",华师18法学2班陈星宇,,0,2,2,0,6,6,1,1,1,0,0,0.073638,3,0.001842,0,70,0,0
"静琪mooc",静琪mooc,,0,3,3,0,11,11,9,0.207483,0.257657,0,0,0.073975,3,0.001842,0,71,0.166667,0
"玉儿95",玉儿95,,3,0,3,5,0,5,0,0,0,0,0.015178,0,2,0.005026,0,4,0.166667,0.050267
"小苦瓜爱学习",小苦瓜爱学习,,1,3,4,2,6,8,6,0.25641,0.310556,13.833333,0.004746,0.076209,2,0.002103,0,62,0.25,0.003013
"邓嘉凡",邓嘉凡,,2,4,6,3,16,19,6,0.232558,0.299167,59.083333,0.010345,0.084076,3,0.002202,0,44,0.2,0.007172
"华师小教谢阮琼",华师小教谢阮琼,,0,2,2,0,8,8,1,1,1,0,0,0.073638,3,0.001842,0,72,0,0
xtljx,xtljx,,0,5,5,0,10,10,5,0.305,0.36694,0,0,0.018816,2,0.001842,0,74,0.15,0
"任宝云",任宝云,,0,4,4,0,16,16,6,0.232558,0.299167,0,0,0.084076,3,0.001842,0,75,0.25,0
