Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"﻿耿仕奎",﻿耿仕奎,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0,0.00831,0,2,0,0
"耿仕奎",耿仕奎,,2,2,4,2,5,7,1,1,1,1,0,0.093431,0,0.015369,0,1,0.333333,0.131097
"温缘",温缘,,0,1,1,0,2,2,1,1,1,0,0,0.093431,0,0.00831,0,3,0,0
"马晓晴-",马晓晴-,,37,0,37,161,0,161,0,0,0,0,0.701921,0,0,0.198091,0,0,0.002252,1
Nicole丹丹,Nicole丹丹,,0,1,1,0,2,2,1,1,1,0,0,0.093431,0,0.00831,0,4,0,0
"王泓舒",王泓舒,,0,6,6,0,16,16,2,0.8,0.875,0,0,0.239221,0,0.00831,0,12,0.2,0
mooc15911345910950217,mooc15911345910950217,,0,5,5,0,18,18,1,1,1,0,0,0.275492,0,0.00831,0,13,0.1,0
yyqxqw,yyqxqw,,1,5,6,1,20,21,2,0.857143,0.916667,1.5,0.031842,0.258257,0,0.009486,0,10,0.133333,0.011488
"初九加油",初九加油,,0,2,2,0,18,18,1,1,1,0,0,0.137759,0,0.00831,0,14,0,0
mooc59535341542682553,mooc59535341542682553,,0,6,6,0,22,22,1,1,1,0,0,0.294759,0,0.00831,0,15,0.066667,0
"免师一班刘湘萍",免师一班刘湘萍,,1,2,3,1,13,14,1,1,1,1.5,0.017017,0.149914,0,0.010074,0,16,0,0.011488
"周暴雨",周暴雨,,0,3,3,0,12,12,1,1,1,0,0,0.194242,0,0.00831,0,17,0,0
"新乡县朗公庙中心学校李娟",新乡县朗公庙中心学校李娟,,0,2,2,0,6,6,1,1,1,0,0,0.137759,0,0.00831,0,18,0,0
HJmooc11582375441152,HJmooc11582375441152,,0,1,1,0,8,8,1,1,1,0,0,0.093431,0,0.00831,0,19,0,0
"冯潇ff",冯潇ff,,0,3,3,0,6,6,1,1,1,0,0,0.157026,3,0.00831,0,20,0,0
maomooc11589869144952,maomooc11589869144952,,0,1,1,0,8,8,1,1,1,0,0,0.093431,0,0.00831,0,21,0,0
mooc49652898386664427,mooc49652898386664427,,0,1,1,0,2,2,1,1,1,0,0,0.093431,0,0.00831,0,22,0,0
"杨能素",杨能素,,15,0,15,36,0,36,0,0,0,0,0.33303,0,0,0.051585,0,9,0.009524,0.212702
"寰球食货",寰球食货,,1,4,5,1,10,11,1,1,1,0.5,0.031842,0.182061,1,0.009486,0,11,0.25,0.011488
"去搜",去搜,,0,4,4,0,7,7,2,0.75,0.833333,0,0,0.127843,2,0.00831,0,23,0.083333,0
mooc15806323735120610,mooc15806323735120610,,0,3,3,0,6,6,2,0.8,0.875,0,0,0.125578,2,0.00831,0,24,0.166667,0
Penny月,Penny月,,0,3,3,0,4,4,2,0.8,0.875,0,0,0.145559,1,0.00831,0,25,0.166667,0
"夜去风吹mooc11582373657829",夜去风吹mooc11582373657829,,0,2,2,0,4,4,1,1,1,0,0,0.137759,0,0.00831,0,26,0,0
Octoberwmooc,Octoberwmooc,,0,1,1,0,2,2,1,1,1,0,0,0.044329,0,0.00831,0,27,0,0
Forget57,Forget57,,0,1,1,0,2,2,1,1,1,0,0,0.044329,0,0.00831,0,28,0,0
mooc16692882833397409,mooc16692882833397409,,0,4,4,0,10,10,2,0.611111,0.681818,0,0,0.08845,1,0.00831,0,34,0,0
SzxnzS,SzxnzS,,3,3,6,5,5,10,2,0.8,0.875,5.5,0.059756,0.17468,2,0.014192,0,33,0.133333,0.034463
"张本选135987",张本选135987,,0,3,3,0,9,9,2,0.714286,0.8,0,0,0.157868,0,0.00831,0,35,0.166667,0
"姜磊8",姜磊8,,0,4,4,0,8,8,2,0.833333,0.9,0,0,0.202615,2,0.00831,0,36,0.25,0
"嗨男孩",嗨男孩,,2,4,6,4,5,9,2,0.666667,0.75,7,0.035656,0,1,0.0124,0,32,0,0.099296
waterzuzumooc,waterzuzumooc,,1,4,5,1,8,9,2,0.666667,0.75,1.25,0,0.179426,2,0.010947,0,32,0.083333,0.097349
"葡萄酒183班胡青霞",葡萄酒183班胡青霞,,15,2,17,28,3,31,1,1,1,13,0.336178,0.092985,2,0.05144,0,8,0.0625,0.425926
194吴立付,194吴立付,,0,1,1,0,2,2,2,0.6,0.666667,0,0,0.044748,2,0.00831,0,37,0,0
O胖嘟嘟O,O胖嘟嘟O,,0,1,1,0,2,2,2,0.6,0.666667,0,0,0.044748,2,0.00831,0,38,0,0
"王帅20180201258",王帅20180201258,,0,2,2,0,6,6,2,0.666667,0.75,0,0,0.138178,2,0.00831,0,39,0,0
machao828,machao828,,0,3,3,0,6,6,2,0.8,0.875,0,0,0.100517,3,0.00831,0,40,0.166667,0
"李贯宇",李贯宇,,1,4,5,1,9,10,1,1,1,1.75,0,0.231163,1,0.010947,0,31,0.1,0.097349
"艾诺的灯",艾诺的灯,,12,0,12,23,0,23,0,0,0,0,0.274231,0,2,0.058224,0,7,0.075758,0.85292
mooc84842394228998361,mooc84842394228998361,,0,1,1,0,2,2,1,1,1,0,0,0.036502,2,0.00831,0,41,0,0
"子桑茗若",子桑茗若,,7,0,7,13,0,13,0,0,0,0,0.144748,0,3,0.024628,0,6,0,0.100607
"牧医192  严晨",牧医192  严晨,,0,2,2,0,4,4,1,1,1,0,0,0.07575,3,0.00831,0,42,0,0
"钟于所遇",钟于所遇,,0,2,2,0,5,5,1,1,1,0,0,0.112698,0,0.00831,0,43,0,0
kkkzxx,kkkzxx,,0,1,1,0,2,2,1,1,1,0,0,0.093431,0,0.00831,0,44,0,0
Rcai,Rcai,,0,1,1,0,5,5,1,1,1,0,0,0.093431,0,0.00831,0,45,0,0
Lbauchedumonde,Lbauchedumonde,,0,2,2,0,6,6,1,1,1,0,0,0.149914,0,0.00831,0,46,0,0
"呵0000000",呵0000000,,0,1,1,0,4,4,1,1,1,0,0,0.093431,0,0.00831,0,47,0,0
"懂不到",懂不到,,2,1,3,2,2,4,1,1,1,1.25,0,0.093431,1,0.018006,0,30,0,0.108837
"兴mooc11589727543977",兴mooc11589727543977,,0,1,1,0,4,4,1,1,1,0,0,0.093431,0,0.00831,0,48,0,0
"陈华mooc32",陈华mooc32,,0,2,2,0,9,9,1,1,1,0,0,0.149914,0,0.00831,0,49,0,0
