Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"﻿youko酱",﻿youko酱,,0,1,1,0,1,1,1,1,1,0,0,0,0,0.006242,0,1,0,0
"胖胡咸鱼",胖胡咸鱼,,1,0,1,1,0,1,0,0,0,0,0,0,0,0.01158,0,0,0,0.002613
"王鹏粉",王鹏粉,,9,34,43,12,62,74,3,0.746032,0.843972,606.5,0.030054,0.984217,1,0.049082,1,35,0.044538,1
"橙子mooc230",橙子mooc230,,1,0,1,1,0,1,0,0,0,0,0.16901,0,1,0.00748,1,34,0,0.261286
"我是任瑾",我是任瑾,,1,0,1,2,0,2,0,0,0,0,0.16901,0,1,0.00748,1,33,0,0.261286
"嗨你好mooc18",嗨你好mooc18,,2,1,3,4,2,6,0,0,0,0,0.16901,0,1,0.00748,1,32,0.5,0.353355
"牟雪赫",牟雪赫,,2,4,6,8,7,15,4,0.447619,0.485816,27,0.16901,0.006487,6,0.00748,1,35,0.333333,0.353355
"花袭人mooc2",花袭人mooc2,,1,0,1,2,0,2,0,0,0,0,0.001114,0,6,0.007842,1,22,0,0.09207
327郭佳利,327郭佳利,,1,0,1,1,0,1,0,0,0,0,0.16901,0,1,0.00748,1,31,0,0.261286
NEWCHUN,NEWCHUN,,2,2,4,2,4,6,2,0.666667,0.75,9.5,0.174307,0.031971,2,0.013093,1,5,0.166667,0.353355
"超爱学习的朱丽聪",超爱学习的朱丽聪,,2,2,4,3,3,6,3,0.571429,0.708333,16,0.1745,0.030841,2,0.013093,1,5,0.166667,0.353355
"王冊冊",王冊冊,,1,0,1,1,0,1,0,0,0,0,0.16901,0,1,0.00748,1,30,0,0.261286
"三余四当",三余四当,,3,5,8,12,10,22,3,0.642857,0.759259,116,0.180335,0.03419,3,0.024806,1,29,0.033333,0.326364
mooc1490627699420,mooc1490627699420,,1,0,1,1,0,1,0,0,0,0,0.16901,0,1,0.00748,1,25,0,0.261286
emilywu5896vip163com,emilywu5896vip163com,,1,1,2,2,2,4,0,0,0,0,0,0,4,0.006242,2,36,0,0.0076
youko酱,youko酱,,4,4,8,10,9,19,4,0.443396,0.48227,91,0.17981,0.07396,5,0.013723,1,35,0.45,0.553505
"马鑫22",马鑫22,,1,1,2,1,1,2,4,0.431193,0.457447,0,0.16901,0.005161,1,0.00748,1,35,0,0.261286
"小马127",小马127,,1,0,1,1,0,1,0,0,0,0,0.16901,0,1,0.00748,1,24,0,0.261286
ykt1505726132940,ykt1505726132940,,1,0,1,2,0,2,0,0,0,0,0.16901,0,1,0.00748,1,23,0,0.261286
FAFU1180514038娄佳兰,FAFU1180514038娄佳兰,,1,2,3,1,3,4,5,0.317568,0.348936,0,0.16901,0.069615,6,0.00748,1,35,0.5,0.261286
"乌日汗7",乌日汗7,,6,3,9,17,4,21,4,0.447619,0.485816,174.5,0.218935,0.03636,7,0.028785,1,35,0.095238,0.588718
"工职院201830230103",工职院201830230103,,0,1,1,0,2,2,5,0.313725,0.334722,0,0,0.037596,7,0.006242,1,37,0,0
"社旗进修李雪",社旗进修李雪,,2,3,5,3,8,11,5,0.319728,0.359574,16,0.175254,0.071966,7,0.015701,1,35,0.333333,0.417812
"薛宁moc",薛宁moc,,3,2,5,8,6,14,5,0.309211,0.329433,0,0.181711,0.030877,5,0.010419,1,35,0.833333,0.545904
qwawp,qwawp,,0,1,1,0,2,2,5,0.313725,0.334722,0,0,0.037596,7,0.006242,1,38,0,0
"刘祥坦",刘祥坦,,1,1,2,2,2,4,0,0,0,0,0,0,8,0.006242,3,39,0,0.0076
"甜蜜蜜mooc21",甜蜜蜜mooc21,,2,1,3,5,3,8,0,0,0,0,0.012358,0,7,0.010731,1,9,0.5,0.152831
"安哥5058",安哥5058,,1,2,3,1,4,5,4,0.435185,0.468085,0,0.16901,0.037409,7,0.00748,1,35,1,0.261286
"佛心月缘",佛心月缘,,3,1,4,6,1,7,4,0.431193,0.457447,21.5,0.187792,0.005161,7,0.015171,1,35,0.5,0.43869
lcwushengdeyu,lcwushengdeyu,,1,0,1,1,0,1,0,0,0,0,0.16901,0,1,0.00748,1,20,0,0.261286
mooc44039590230315172,mooc44039590230315172,,1,1,2,1,2,3,1,1,1,15,0.16901,0,9,0.00748,1,8,0,0.261286
"地瓜上尉",地瓜上尉,,1,0,1,2,0,2,0,0,0,0,0,0,9,0.012645,1,7,0,0.068306
"宗介o0",宗介o0,,1,3,4,2,5,7,5,0.32,0.352083,0,0,0.032012,5,0.006242,1,40,0.333333,0.0076
"西区歌伶莱拉",西区歌伶莱拉,,2,3,5,3,5,8,4,0.439252,0.471631,14,0.16901,0.005318,1,0.00748,1,35,0.5,0.353355
"多情伤离别",多情伤离别,,1,0,1,2,0,2,0,0,0,0,0.16901,0,1,0.00748,1,18,0,0.261286
"夏诚斌",夏诚斌,,2,0,2,3,0,3,0,0,0,0,0.174146,0,10,0.012818,1,17,0,0.263899
mooc15111578723322669,mooc15111578723322669,,0,1,1,0,2,2,1,1,1,0,0,0.029904,10,0.006242,1,41,0,0
rocksv,rocksv,,1,3,4,2,6,8,3,0.5625,0.648148,27,0.005871,0.03404,3,0.010532,1,29,0,0.090801
"宋 容",宋 容,,1,0,1,2,0,2,0,0,0,0,0.005871,0,3,0.010532,1,28,0,0.090801
peggyB,peggyB,,3,1,4,9,2,11,1,1,1,8,0.01168,0.029904,2,0.021253,1,3,0,0.188001
"虾之充",虾之充,,1,1,2,2,5,7,2,0.666667,0.75,7.5,0.16901,0.002006,2,0.00748,1,6,0,0.261286
mooc44117038359517438,mooc44117038359517438,,1,0,1,1,0,1,0,0,0,0,0.16901,0,1,0.00748,1,16,0,0.261286
mooc44575345339161371,mooc44575345339161371,,2,0,2,3,0,3,0,0,0,0,0.174881,0,3,0.01177,1,15,0.5,0.352086
"唐敢敢在路上",唐敢敢在路上,,1,0,1,2,0,2,0,0,0,0,0.000913,0,1,0.008376,1,19,0,0.09207
"矮乐高",矮乐高,,1,0,1,1,0,1,0,0,0,0,0.16901,0,1,0.00748,1,14,0,0.261286
"岛上斑马线",岛上斑马线,,3,0,3,6,0,6,0,0,0,0,0.186463,0,6,0.018914,1,13,0.166667,0.360956
zaojinxiao,zaojinxiao,,1,0,1,1,0,1,0,0,0,0,0.16901,0,1,0.00748,1,12,0,0.261286
"疯子mooc414",疯子mooc414,,2,0,2,5,0,5,0,0,0,0,0.174146,0,1,0.025715,1,2,0,0.314827
"懒学徒",懒学徒,,1,0,1,1,0,1,0,0,0,0,0.16901,0,1,0.00748,1,11,0,0.261286
"宇外异类",宇外异类,,2,1,3,2,2,4,1,1,1,1.5,0.006611,0.03202,6,0.009622,1,21,0,0.09967
JoeLeo,JoeLeo,,2,0,2,4,0,4,0,0,0,0,0.006238,0,3,0.013201,1,27,0,0.093414
"適愚",適愚,,0,2,2,0,3,3,1,1,1,0,0,0.002138,3,0.006242,1,42,0,0
"玻璃橘子",玻璃橘子,,1,0,1,2,0,2,0,0,0,0,0.005296,0,2,0.011855,1,4,0,0.09207
Hannahmooc10,Hannahmooc10,,2,0,2,3,0,3,0,0,0,0,0.006434,0,7,0.0198,1,10,0,0.159139
"内求",内求,,0,1,1,0,1,1,1,1,1,0,0,0.001105,7,0.006242,1,43,0,0
"落心尘之决",落心尘之决,,0,1,1,0,2,2,5,0.333333,0.403333,0,0,0.001071,3,0.006242,1,44,0,0
liadk,liadk,,3,2,5,6,5,11,4,0.45,0.546296,34,0.006239,0.031908,3,0.03367,1,29,0,0.109298
"我来自中国",我来自中国,,1,1,2,1,2,3,5,0.321429,0.392593,0,0.005479,0.001071,3,0.020573,1,29,0,0.037453
"杜冬梅",杜冬梅,,3,1,4,5,2,7,0,0,0,0,0.006212,0,3,0.011905,1,26,0.333333,0.05595
"范洁敏",范洁敏,,0,1,1,0,1,1,4,0.432432,0.458333,0,0,0.005161,1,0.006242,1,45,0,0
