Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"鞠晴江",鞠晴江,,5,13,18,8,31,39,4,0.727273,0.880208,115,0,0.98548,0,0.141986,0,11,0,1
Ak19032,Ak19032,,1,0,1,1,0,1,0,0,0,0,0.269799,0,0,0.026829,0,10,0,0.46619
yeyeyey,yeyeyey,,1,0,1,1,0,1,0,0,0,0,0.269799,0,0,0.026829,0,9,0,0.46619
"邵剑旸",邵剑旸,,2,3,5,2,5,7,3,0.380952,0.4375,16,0,0.086889,1,0.032886,0,11,0.5,0.599117
"风秩矩阵",风秩矩阵,,2,2,4,8,3,11,3,0.516129,0.552083,34,0.293587,0,0,0.036204,0,11,0,0.733234
"荀莎Charon",荀莎Charon,,0,1,1,0,2,2,6,0.314815,0.359804,0,0,0.079849,0,0.017485,0,12,0,0
"叶宇丰",叶宇丰,,2,1,3,14,3,17,5,0.432432,0.486458,16,0.291659,0,0,0.041742,0,11,0,0.470852
"华彩节奏",华彩节奏,,1,0,1,1,0,1,0,0,0,0,0.269799,0,0,0.026829,0,8,0,0.46619
mooc46575987519837282,mooc46575987519837282,,1,0,1,1,0,1,0,0,0,0,0.269799,0,0,0.026829,0,7,0,0.46619
"初mooc197",初mooc197,,1,0,1,1,0,1,0,0,0,0,0.269799,0,0,0.026829,0,6,0,0.46619
Bayan812,Bayan812,,1,1,2,2,2,4,1,1,1,9,0.023788,0,1,0.02686,0,5,0,0.267045
mooc1534833442091,mooc1534833442091,,2,1,3,2,1,3,5,0.432432,0.486458,16,0.291659,0,2,0.041742,0,11,0,0.470852
"一猩",一猩,,1,0,1,1,0,1,0,0,0,0,0.269799,0,0,0.026829,0,3,0,0.46619
nobu3,nobu3,,0,1,1,0,1,1,6,0.314815,0.359804,0,0,0.079849,2,0.017485,0,13,0,0
"张宝珍190101225南林大",张宝珍190101225南林大,,0,1,1,0,1,1,1,1,1,0,0,0,3,0.017485,1,15,0,0
Jason伯恩,Jason伯恩,,1,0,1,1,0,1,0,0,0,0,0,0,3,0.032398,1,14,0,0.004662
"小李在努力学习",小李在努力学习,,1,0,1,1,0,1,0,0,0,0,0.269799,0,0,0.026829,0,2,0,0.46619
"余茂川",余茂川,,1,0,1,1,0,1,0,0,0,0,0.269799,0,0,0.026829,0,1,0,0.46619
mooc16152877011543965,mooc16152877011543965,,1,1,2,2,1,3,5,0.432432,0.486458,0,0.269799,0,0,0.026829,0,11,0,0.46619
CQU201915021009,CQU201915021009,,2,0,2,3,0,3,0,0,0,0,0.29452,0,0,0.034285,0,0,0,0.470852
"谢凯武",谢凯武,,0,2,2,0,3,3,1,1,1,0,0,0.090298,5,0.017485,0,17,0,0
mooc84056680994971053,mooc84056680994971053,,1,0,1,2,0,2,0,0,0,0,0,0,1,0.040312,0,4,0,0.121786
mooc1471576429981,mooc1471576429981,,0,1,1,0,2,2,1,1,1,0,0,0,4,0.017485,2,19,0,0
Mfranz,Mfranz,,1,0,1,2,0,2,0,0,0,0,0,0,4,0.032398,2,18,0,0.004662
mooc78378292542782635,mooc78378292542782635,,0,1,1,0,2,2,1,1,1,0,0,0.009666,5,0.017485,0,20,0,0
"苏语焉",苏语焉,,5,0,5,10,0,10,0,0,0,0,0.035306,0,5,0.084593,0,16,0,0.023309
"高飞志鹰",高飞志鹰,,0,1,1,0,2,2,1,1,1,0,0,0.009666,5,0.017485,0,21,0,0
YXNU祝晓刚,YXNU祝晓刚,,0,1,1,0,2,2,1,1,1,0,0,0.009666,5,0.017485,0,22,0,0
AL雷蕾,AL雷蕾,,0,1,1,0,2,2,1,1,1,0,0,0.009666,5,0.017485,0,23,0,0
"宋尚毅",宋尚毅,,0,1,1,0,1,1,5,0.435897,0.487255,0,0,0,0,0.017485,0,24,0,0
