Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
"宇文二",宇文二,,0,1,1,0,1,1,1,1,1,0,0,0,0,0.001877,0,1,0,0
"航大哥",航大哥,,1,0,1,1,0,1,0,0,0,0,0,0,0,0.003471,0,0,0,0.00391
"夜空中最亮的星mooc450",夜空中最亮的星mooc450,,0,1,1,0,1,1,7,0.1841,0.209199,0,0,0,1,0.001877,1,28,0,0
"桦杨",桦杨,,1,1,2,1,1,2,6,0.220513,0.245349,43,0,0.000084,1,0.003471,1,27,0,0.00391
"珞亚",珞亚,,2,6,8,4,12,16,3,0.466667,0.52381,168.7,0.006066,0.070405,1,0.003077,1,26,0.133333,0.039542
22考研神经生物学,22考研神经生物学,,3,3,6,9,8,17,3,0.43299,0.464286,0.2,0.006095,0.068961,1,0.002562,1,26,0.583333,0.05807
"安mooc11582209750854",安mooc11582209750854,,1,0,1,1,0,1,0,0,0,0,0.004891,0,1,0.002312,1,25,0,0.012632
mooc15457738222623431,mooc15457738222623431,,0,13,13,0,36,36,4,0.40678,0.527778,0,0,0.095852,4,0.001877,1,34,0.064103,0
45陈盼,45陈盼,,1,0,1,1,0,1,0,0,0,0,0.006659,0,4,0.001999,1,33,0,0.00391
"东方之舟",东方之舟,,5,26,31,7,63,70,2,0.724138,0.809524,915.333333,0.020605,0.017326,1,0.007634,1,26,0.018519,0.112973
"小yu鱼",小yu鱼,,3,5,8,3,15,18,5,0.272727,0.345635,9.866667,0.006769,0.085532,2,0.002923,1,26,0.053571,0.036551
"一盏孤灯伴长清",一盏孤灯伴长清,,1,1,2,2,4,6,1,1,1,0,0.006659,0.067529,4,0.001999,1,32,0.5,0.00391
"冯晓黎",冯晓黎,,2,0,2,3,0,3,0,0,0,0,0.005923,0,4,0.002923,1,23,0,0.032642
"暗春浮动",暗春浮动,,0,2,2,0,8,8,1,1,1,0,0,0.067941,4,0.001877,1,35,0,0
"落尘mooc1459043234670",落尘mooc1459043234670,,2,4,6,3,5,8,4,0.365217,0.418651,130,0.001209,0.004097,2,0.004542,1,26,0.1,0.03574
"祢别骗莪",祢别骗莪,,1,1,2,1,1,2,5,0.269231,0.295635,0,0.000285,0.000084,2,0.002843,1,26,0,0.011985
hapiff,hapiff,,5,3,8,14,11,25,1,1,1,42.533333,0.017256,0.068853,1,0.005271,1,19,0.107143,0.062629
"薄荷不懂柠檬心imooc2",薄荷不懂柠檬心imooc2,,1,0,1,1,0,1,0,0,0,0,0.001204,0,1,0.002126,1,22,0,0.028732
mooc69111724982544869,mooc69111724982544869,,0,2,2,0,4,4,2,0.625,0.7,0,0,0.01616,2,0.001877,1,36,0,0
"汪玥201711030108",汪玥201711030108,,1,3,4,1,11,12,5,0.272727,0.327778,2.7,0.001204,0.070726,4,0.002126,1,26,0.166667,0.028732
mooc1536131721448,mooc1536131721448,,8,4,12,15,6,21,1,1,1,30.866667,0.036104,0.083463,1,0.00575,1,8,0.098485,0.091472
"白开水mooc432",白开水mooc432,,2,1,3,3,2,5,4,0.333333,0.357143,36,0.009907,0.004018,4,0.004877,1,26,0,0.079725
Rayzenk122543712768484825,Rayzenk122543712768484825,,2,4,6,2,9,11,4,0.371681,0.424603,125,0.004915,0.069992,1,0.004471,1,26,0.2,0.028167
LDDX422018041204梁通,LDDX422018041204梁通,,1,0,1,2,0,2,0,0,0,0,0.001204,0,1,0.002126,1,21,0,0.028732
Aurora2020mooc,Aurora2020mooc,,2,2,4,4,3,7,5,0.27451,0.317063,30.666667,0.007518,0.015033,2,0.002545,1,26,0.166667,0.03574
mooc71229430807316058,mooc71229430807316058,,1,6,7,1,13,14,4,0.371681,0.446429,40,0.001044,0.090896,2,0.002958,1,26,0.133333,0.011985
"侯萌莎",侯萌莎,,2,5,7,3,12,15,4,0.362069,0.428571,43.333333,0.005332,0.023422,1,0.004806,1,26,0.066667,0.073962
2018级临床A班饶建琼20181201031,2018级临床A班饶建琼20181201031,,3,5,8,6,16,22,4,0.375,0.44246,50.533333,0.012134,0.076197,1,0.003529,1,26,0.214286,0.049215
"胡爱华ella",胡爱华ella,,1,4,5,1,10,11,4,0.362069,0.418651,0.866667,0.001204,0.087351,2,0.002126,1,26,0.3,0.028732
mooc6245558446527535,mooc6245558446527535,,4,1,5,6,2,8,1,1,1,3.666667,0.012676,0.014961,2,0.005391,1,10,0.05,0.045312
"大力出奇迹mooc11582475389120",大力出奇迹mooc11582475389120,,0,1,1,0,2,2,2,0.666667,0.75,0,0,0.000881,2,0.001877,1,37,0,0
STAYREAL9,STAYREAL9,,2,2,4,2,8,10,2,0.75,0.833333,5.5,0.000566,0.06841,4,0.00364,1,11,0,0.015894
"桃浦路1003男孩",桃浦路1003男孩,,5,0,5,9,0,9,0,0,0,0,0.019545,0,2,0.004956,1,20,0.05,0.056738
Swain-Zhang,Swain-Zhang,,0,5,5,0,13,13,1,1,1,0,0,0.086235,4,0.001877,1,38,0,0
"咻咻咻~~",咻咻咻~~,,0,1,1,0,2,2,1,1,1,0,0,0.001358,2,0.001877,1,39,0,0
"七靥葵",七靥葵,,1,3,4,2,7,9,3,0.442105,0.480159,0.866667,0.001204,0.083922,4,0.002126,1,26,0,0.028732
"李欣怡能卓1801",李欣怡能卓1801,,5,1,6,10,3,13,0,0,0,0,0.014273,0,1,0.00456,1,5,0.25,0.096859
zy加油,zy加油,,1,0,1,4,0,4,0,0,0,0,0.001204,0,1,0.002126,1,17,0,0.028732
19级生科二班吴礼婷,19级生科二班吴礼婷,,3,2,5,5,3,8,5,0.276316,0.304762,97.5,0.001209,0.000341,1,0.005079,1,26,0.25,0.04993
mooc7193458639692622,mooc7193458639692622,,20,8,28,53,13,66,3,0.494118,0.551587,855.366667,0.057838,0.071889,2,0.022527,1,26,0.088745,0.267613
mooc1548365632447478,mooc1548365632447478,,1,0,1,1,0,1,0,0,0,0,0.004891,0,1,0.002312,1,24,0,0.012632
