Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
iKing,iKing,,1,1,2,2,2,4,1,1,1,1,0,0,0,0.002392,0,1,0,0.001727
sevenmooc463,sevenmooc463,,1,0,1,2,0,2,0,0,0,0,0,0,0,0.003327,0,0,0,0.002778
mooc72833881750880307,mooc72833881750880307,,0,7,7,0,15,15,8,0.184989,0.227735,0,0,0.019297,5,0.001293,1,117,0.02381,0
"朱文虎176120130",朱文虎176120130,,4,5,9,8,9,17,7,0.200469,0.222375,222.666667,0.005229,0.009648,5,0.003263,1,114,0.166667,0.053854
"嘿mooc934",嘿mooc934,,0,1,1,0,1,1,1,1,1,0,0,0,1,0.001293,2,119,0,0
mooc5526003552246450,mooc5526003552246450,,1,0,1,1,0,1,0,0,0,0,0,0,1,0.002392,2,118,0,0.001727
mooc93646076673777984,mooc93646076673777984,,1,0,1,2,0,2,0,0,0,0,0.001744,0,5,0.00145,1,116,0,0.001727
"清行mooc17",清行mooc17,,3,2,5,4,3,7,3,0.571429,0.708333,220.933333,0.092215,0.000001,5,0.002597,1,40,0.1,0.183156
1702朱虎,1702朱虎,,1,2,3,1,2,3,8,0.170829,0.187406,332,0.000752,0.017132,9,0.002047,1,114,0,0.042627
"瓶装凉茶娃哈哈",瓶装凉茶娃哈哈,,1,3,4,1,6,7,8,0.201641,0.222861,83.166667,0.001744,0.01001,3,0.00145,1,115,0.083333,0.001727
"周晴consistent",周晴consistent,,0,13,13,0,29,29,6,0.330189,0.375905,0,0,0.041379,5,0.001293,1,122,0,0
"圳珍",圳珍,,2,0,2,3,0,3,0,0,0,0,0.010147,0,5,0.001828,1,100,0,0.050294
"爱xuo习的白白",爱xuo习的白白,,6,15,21,6,25,31,4,0.460916,0.503899,2034.188095,0.098642,0.070888,10,0.007944,1,114,0.045833,0.266051
Williamgc,Williamgc,,2,2,4,3,3,6,1,1,1,97,0.010147,0.000952,3,0.001828,1,99,0.083333,0.050294
"告别漫天星屑",告别漫天星屑,,1,8,9,2,16,18,7,0.216456,0.258354,268.5,0.003377,0.020649,3,0.001609,1,114,0.027778,0.039469
YuYingYiYa,YuYingYiYa,,2,0,2,3,0,3,0,0,0,0,0.001882,0,3,0.002563,1,97,0,0.010153
fengmooc54,fengmooc54,,0,1,1,0,1,1,1,1,1,0,0,0.00017,3,0.001293,1,123,0,0
