Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
JSNU16077139,JSNU16077139,,0,1,1,0,1,1,1,1,1,0,0,0,0,0.001142,0,1,0,0
mooc1509962356173,mooc1509962356173,,1,0,1,1,0,1,0,0,0,0,0,0,0,0.002113,0,0,0,0.003171
rzzzmooc1,rzzzmooc1,,0,1,1,0,3,3,1,1,1,0,0,0,1,0.001142,1,3,0,0
mooc1533869284330,mooc1533869284330,,1,0,1,3,0,3,0,0,0,0,0,0,1,0.002113,1,2,0,0.003171
mooc1534834397341,mooc1534834397341,,1,1,2,1,2,3,1,1,1,1,0,0,2,0.002113,2,5,0,0.003171
"刘彦彤彤彤彤彤",刘彦彤彤彤彤彤,,2,1,3,3,1,4,0,0,0,0,0,0,2,0.002938,2,4,0.5,0.012271
"努力努力再努力的Xback",努力努力再努力的Xback,,0,1,1,0,2,2,1,1,1,0,0,0,3,0.001142,3,7,0,0
"宁静海mooc3",宁静海mooc3,,2,0,2,3,0,3,0,0,0,0,0,0,3,0.003083,3,6,0,0.006342
"小龙哥OL",小龙哥OL,,0,1,1,0,1,1,1,1,1,0,0,0,3,0.001142,3,8,0,0
"林鹭",林鹭,,1,1,2,1,1,2,2,0.6,0.666667,3,0,0,4,0.002113,4,12,0,0.003171
hmr0131,hmr0131,,1,2,3,1,6,7,1,1,1,4,0,0.062891,23,0.002938,4,11,0,0.004711
"爱课程编辑高瑜珊",爱课程编辑高瑜珊,,2,2,4,2,2,4,1,1,1,1,0,0,5,0.002113,5,14,0.333333,0.010295
mooc1526817211892,mooc1526817211892,,1,0,1,1,0,1,0,0,0,0,0,0,5,0.00204,5,13,0,0.007124
Jiolinlin,Jiolinlin,,21,59,80,26,74,100,5,0.520661,0.674471,5214.105556,0.023459,0.00911,11,0.02059,4,98,0.02459,0.586878
"侯金亮",侯金亮,,1,4,5,2,9,11,6,0.34903,0.401323,11.739683,0.000591,0.100721,7,0.001439,4,98,0,0.111002
"黎咲",黎咲,,2,4,6,2,6,8,7,0.254545,0.288643,234.253968,0.005715,0.040353,7,0.001836,4,98,0.1,0.057125
Quinn11,Quinn11,,6,8,14,9,9,18,6,0.333333,0.381481,891.194444,0.003583,0.001213,11,0.00349,4,98,0.25,0.298621
MOOC160913004Coisini刘,MOOC160913004Coisini刘,,1,0,1,1,0,1,0,0,0,0,0.002617,0,7,0.001532,4,61,0,0.013522
"朱加琳",朱加琳,,119,0,119,263,0,263,0,0,0,0,0.602377,0,7,0.073399,4,15,0.001353,0.728939
"念mooc609",念mooc609,,1,3,4,1,5,6,7,0.291667,0.319199,5.5,0.000104,0.048967,13,0.00154,4,98,0,0.023689
"雁門撫琴",雁門撫琴,,2,4,6,3,5,8,6,0.355932,0.409259,155.566667,0.003766,0.001603,7,0.001875,4,98,0.083333,0.118652
Brendon_Tao,Brendon_Tao,,2,7,9,3,12,15,7,0.30485,0.349639,129,0.003976,0.002254,9,0.001385,4,104,0.125,0.010295
"苯包包",苯包包,,3,2,5,4,2,6,6,0.372781,0.408995,431.583333,0.000816,0.001753,9,0.001978,4,98,0.166667,0.17208
Annalise_fen,Annalise_fen,,2,2,4,2,4,6,1,1,1,114,0.000183,0,11,0.001911,4,54,0,0.077644
"根瘤君mooc",根瘤君mooc,,1,0,1,2,0,2,0,0,0,0,0,0,11,0.001954,4,53,0,0.016461
wangshuangshuangyo163com,wangshuangshuangyo163com,,0,2,2,0,4,4,7,0.284444,0.30692,0,0,0.001231,13,0.001142,4,106,0,0
q2787657141yeahnet,q2787657141yeahnet,,2,1,3,4,2,6,0,0,0,0,0.00008,0,13,0.001627,4,105,0.5,0.010295
"冀庆涛",冀庆涛,,2,4,6,2,9,11,1,1,1,11.739683,0.000591,0.0992,16,0.001439,4,97,0.2,0.137194
"一只积极向上龙虾",一只积极向上龙虾,,3,3,6,6,9,15,6,0.345205,0.390741,125.928571,0.003137,0.049019,23,0.001924,4,98,0.333333,0.142341
"汪繁琦",汪繁琦,,0,2,2,0,3,3,7,0.259714,0.285846,0,0,0.039262,7,0.001142,4,107,0,0
mcspurs,mcspurs,,1,2,3,1,6,7,1,1,1,8.428571,0.000591,0.062891,23,0.001439,4,96,0,0.111002
20737010201张辉煌,20737010201张辉煌,,6,15,21,8,34,42,7,0.289655,0.372109,1123.539683,0.017333,0.109326,7,0.003207,4,98,0.039474,0.207666
"青mooc137",青mooc137,,1,1,2,1,1,2,1,1,1,0,0,0,6,0.007587,6,108,0,0.005147
"奀乆啊",奀乆啊,,1,1,2,1,1,2,1,1,1,0,0,0,6,0.007587,6,108,0,0.005147
Linmooc522,Linmooc522,,1,0,1,1,0,1,0,0,0,0,0.000146,0,9,0.00131,4,103,0,0.007124
"念念～",念念～,,1,1,2,1,1,2,1,1,1,0.928571,0.000591,0.047497,11,0.001439,4,95,0,0.111002
mooc1521109655082-YJ,mooc1521109655082-YJ,,0,1,1,0,2,2,2,0.666667,0.75,0,0,0.000038,7,0.001142,4,109,0,0
pengxiagsk163com,pengxiagsk163com,,2,1,3,3,2,5,1,1,1,13.083333,0.000593,0.000669,7,0.002409,4,94,0,0.114172
"流年《独觞》",流年《独觞》,,1,3,4,1,7,8,6,0.347107,0.396032,3.039683,0.000591,0.088078,23,0.001439,4,98,0,0.111002
DaZh,DaZh,,1,1,2,1,1,2,0,0,0,0,0,0,8,0.001142,7,110,0,0.005147
"薇儿mooc14",薇儿mooc14,,1,1,2,1,2,3,1,1,1,2.111111,0.000591,0.039059,7,0.001439,4,93,0,0.111002
mooc1523369921738,mooc1523369921738,,8,3,11,16,5,21,6,0.391304,0.432143,1132.183333,0.018901,0.001975,13,0.004695,4,98,0,0.188739
"吉本南纪",吉本南纪,,1,1,2,1,2,3,1,1,1,8.7,0.000591,0.012644,16,0.001439,4,92,0,0.111002
cute兔,cute兔,,1,1,2,1,1,2,6,0.343324,0.38545,0,0.000591,0.001521,11,0.001439,4,98,0,0.111002
whoamImooc69,whoamImooc69,,1,0,1,1,0,1,0,0,0,0,0.000591,0,11,0.001439,4,91,0,0.111002
"周晗1",周晗1,,0,2,2,0,3,3,2,0.75,0.833333,0,0,0.047708,9,0.001142,4,111,0,0
"六级过过过过过过过",六级过过过过过过过,,3,2,5,7,2,9,1,1,1,3,0.00324,0,9,0.001795,4,102,0.25,0.020417
"闫mooc18",闫mooc18,,1,0,1,1,0,1,0,0,0,0,0,0,9,0.001905,4,101,0,0.010122
"龙晴19",龙晴19,,1,1,2,1,2,3,1,1,1,2.111111,0.000591,0.039059,7,0.001439,4,90,0,0.111002
"子Vvvv",子Vvvv,,1,0,1,1,0,1,0,0,0,0,0.000591,0,11,0.001439,4,89,0,0.111002
"长街mooc31",长街mooc31,,1,0,1,1,0,1,0,0,0,0,0.000591,0,11,0.001439,4,88,0,0.111002
"大科学家魏上",大科学家魏上,,1,0,1,1,0,1,0,0,0,0,0.000591,0,11,0.001439,4,87,0,0.111002
Springmooc309,Springmooc309,,1,1,2,2,1,3,2,0.571429,0.625,57,0.000591,0,11,0.001439,4,86,0,0.111002
"姓张的食人花不合嘴。",姓张的食人花不合嘴。,,2,2,4,3,3,6,6,0.343324,0.38545,0,0.000591,0.001521,11,0.001439,4,98,1,0.137194
"我独昏昏",我独昏昏,,3,3,6,4,9,13,1,1,1,3,0.003106,0.086556,23,0.00275,4,30,0.25,0.038463
Damienmooc10,Damienmooc10,,0,2,2,0,4,4,2,0.666667,0.75,0,0,0.039224,7,0.001142,4,113,0,0
FAFU1190514048唐敏,FAFU1190514048唐敏,,1,2,3,2,8,10,1,1,1,2,0.002543,0.060141,23,0.001627,4,112,0,0.003171
yiyimooc57,yiyimooc57,,1,1,2,2,2,4,0,0,0,0,0,0,10,0.001142,8,114,0,0.005147
"芝麻小丸子",芝麻小丸子,,6,3,9,14,7,21,6,0.345205,0.390741,553.021429,0.011517,0.049019,11,0.003135,4,98,0.238095,0.217705
"东方之舟",东方之舟,,6,21,27,8,39,47,5,0.381818,0.460847,1982.321429,0.00687,0.003362,11,0.004387,4,98,0.080952,0.247378
"欣mooc190",欣mooc190,,1,3,4,3,4,7,6,0.280624,0.316005,114.5,0.000218,0.000449,17,0.001319,4,98,0,0.046623
"寻寻觅觅mooc40",寻寻觅觅mooc40,,1,1,2,2,2,4,0,0,0,0,0,0,12,0.001142,9,115,0,0.005147
mooc1521354826630,mooc1521354826630,,1,1,2,2,2,4,1,1,1,55,0.000218,0.000918,13,0.001319,4,76,0,0.046623
"炎枫盗羽",炎枫盗羽,,1,0,1,2,0,2,0,0,0,0,0.000218,0,11,0.001319,4,74,0,0.046623
"郭家荣",郭家荣,,0,16,16,0,25,25,8,0.253259,0.348827,0,0,0.11087,23,0.001142,4,124,0.083333,0
mooc1508221670742,mooc1508221670742,,3,0,3,5,0,5,0,0,0,0,0.013082,0,23,0.001613,4,100,0,0.013466
"生物焦芳芳",生物焦芳芳,,0,4,4,0,20,20,7,0.286996,0.317336,0,0,0.08863,23,0.001142,4,125,0,0
"李思橙橙橙",李思橙橙橙,,1,5,6,1,7,8,5,0.311881,0.342328,8.192857,0.000218,0.077096,11,0.001319,4,98,0.2,0.046623
"马达蛋白",马达蛋白,,1,0,1,2,0,2,0,0,0,0,0.000218,0,11,0.001319,4,73,0,0.046623
"山茶花哦",山茶花哦,,0,4,4,0,10,10,7,0.289954,0.319366,0,0,0.051181,13,0.001142,4,126,0,0
"刹那倾城",刹那倾城,,0,1,1,0,2,2,7,0.282851,0.301462,0,0,0.001226,13,0.001142,4,127,0,0
"肖何威",肖何威,,1,3,4,1,7,8,7,0.284424,0.310469,7.5,0.000128,0.087782,13,0.002472,4,98,0,0.04048
"幕mooc9",幕mooc9,,1,0,1,2,0,2,0,0,0,0,0.000218,0,11,0.001319,4,72,0,0.046623
"聪明的小婷婷",聪明的小婷婷,,2,1,3,3,2,5,6,0.343324,0.38545,125,0.000593,0.001521,11,0.002816,4,98,0.5,0.139847
"黄膑",黄膑,,1,1,2,1,1,2,6,0.343324,0.38545,0,0.000591,0.001521,11,0.001439,4,98,0,0.111002
"缑晓雪",缑晓雪,,4,3,7,5,5,10,6,0.287016,0.326587,324.392857,0.001011,0.000681,11,0.002267,4,98,0.2,0.222684
"豫中医-17检验1班-苏苗苗-2017163017",豫中医-17检验1班-苏苗苗-2017163017,,1,0,1,1,0,1,0,0,0,0,0.000591,0,11,0.001439,4,84,0,0.111002
"琉璃mooc161",琉璃mooc161,,1,0,1,1,0,1,0,0,0,0,0.000146,0,9,0.00131,4,99,0,0.007124
